appid,name,sim_tags,sim_about,tags,movies,positive,negative,total_reviews,rating_ratio,about_the_game
1521520,SKIIIIIIIIIIIIIIID,0.21275155737265875,0.6143957061687051,"Action,Casual,Racing,Arcade,Automobile Sim,2D Platformer,Collectathon,2D,Combat Racing,Indie,Atmospheric,Driving,Singleplayer,Soundtrack",,54,6,60,0.9,SKIIIIIIIIIIIIIIID iiis a riiiiisk-rewardiiiiing driiiiiftiiiiing game about collectiiing fuel on the level and escapiiiiing deadly saws. • Uniiiiique hardcore gameplay. • Funky car physiiiiics wiiiiithout brakes. • 30 handcrafted levels. • Miiiiiniiiiimaliiiiistiiiiic artstyle. • Beautiiiiiful soundtrack
1956960,PUNIHI LOADER 2,0.24530288861780453,0.7406992335360428,"Mechs,Action,Indie,Shooter,Third-Person Shooter,Cute,Robots,Third Person,Character Customization,Vehicular Combat,3D,Sci-fi,Singleplayer,Early Access",,125,7,132,0.946969696969697,"'PUNIHI LOADER 2' is a mecha customize shooter where mysterious cute creature called 'Punihi' ride unique mechs and engage in battles. The story takes place in 'Neo Asahikawa,' where the trend of Punihi riding mechs and competing in battles has become very popular. As a player, you will lead a team and aim to strongest team in Neo Asahikawa. Features Various mecha customization! - Customize mechs consisting of five parts (Body/Left Arm/Right Arm/Legs/Back Equipment) freely. There are over 150 parts available. Create your own strongest mech! Dress up Punihi! - Enjoy various fashion options for the Punihi! Fight with your squad! - Battles with two AI-controlled wingmen. Coordinate effectively to devise the strongest tactics! Become the strongest team in Neo Asahikawa! - Engage in 3v3 battles against rival teams in the arena. Enjoy intense hardcore battles without holding back! And there is also money making. - Earn money in Mission Mode. Kick out the small fry enemies to relieve stress! Giant bosses will also make an appearance!"
1521360,MainFrames,0.2382129940084566,0.57829674016635,"Adventure,Physics,Platformer,Puzzle,Puzzle-Platformer,2D Platformer,Cute,Colorful,Pixel Graphics,2D,Singleplayer,1990's,Fast-Paced,Programming,Retro,Minimalist,Soundtrack,Short,Cozy,Indie",,89,11,100,0.89,"Boot up for a byte-sized adventure in MainFrames , a clever and charming platformer that plays out entirely within the windows and desktop of a PC monitor. Join Floppy , an adventurous program seeking to find their place in the digital world , while cheeky daemons maintain the system’s balance, always managing to stay out of your sight. Navigate a maze of diverse PC frames, meet quirky and colorful characters , and uncover secrets that bring Floppy closer to piecing together their function. Each interaction injects humor and warmth into their journey, making every moment a byte of delight. In MainFrames , you'll guide Floppy by rearranging program windows to create new pathways, jumping between frames to navigate the digital world. Every area you explore is rich with distinct visual styles, innovative mechanics, and hidden secrets. Complemented by a micro-chill soundtrack , the game’s charming puzzles and platforming challenges provide a rewarding experience that's hard to log off from."
1332970,Dab on Darkness!,0.402219057283833,0.66201970279461,"Casual,Short,Anime,Cute,Choices Matter,Multiple Endings,Relaxing,Emotional,Visual Novel,Funny,Singleplayer",,82,3,85,0.9647058823529412,"Features Cute Art! Relaxing Music! A story that might make you cry! Multiple Endings! Tactics to combat intrusive thoughts that you can try IRL! Story The darkness inside of you has manifested right before your very eyes! For once in your life, you get a much needed break, usually you have trouble getting out of bed and struggle with intrusive thoughts from your past that haunt you to this day, however, thanks to a rather pleasant dream you get a rush of positivity and a eager outlook on the day! Unfortunately for you, the negative emotions that feed on you don't like this at all. Not taking any chances, it decides to manifest itself into a physical form and attempts to have you submit to them. Will you fall to the darkness or rise through it? Indeed, the strongest enemies we face are often an extension of ourselves, to overcome this adversary, you will have to... DAB ON DARKNESS!"
2736220,GUNCHO,0.1547771296936421,0.5499011369091442,"Strategy,Rogue-like,Turn-Based Strategy,Turn-Based Tactics,3D,Isometric,Western,Turn-Based Combat,Singleplayer,Rogue-lite,Grid-Based Movement,Hex Grid",,57,3,60,0.95,"Guncho's core mechanic is based on a unique shooting mechanic. By moving, shooting, and unloading bullets, you influence Guncho's revolver cylinder rotation. To outwit your enemies, align your bullets with the hex-grid through clever tactical moves. You can also use the environment to overcome the challenges of each level by targeting explosive barrels or pushing your foes into fire or deadly cacti. After each level, choose from a variety of bullet upgrades and skills to further improve your tactical abilities. In each run, you face a final boss that will test your skills and tactical finesse. Unique positional shooting mechanic. Turn-based Wild West roguelike shootouts. Hex-based tactics gameplay. Randomly generated levels. A variety of enemy types, with different movement and skill sets. Easy and Expert game modes. Daily game challenge. Unlocks and Achievements. Steam Cloud saves."
1648560,Nursery Slime,0.6536672341234397,0.5303324288366141,"Sexual Content,Nudity,RPG,Adventure,JRPG,Mystery Dungeon,Story Rich,Dungeon Crawler,2D,Anime,Cute,Colorful,Third Person,Fantasy,Funny,Turn-Based Tactics,Turn-Based Combat,Singleplayer,RPGMaker,Heist",,149,18,167,0.8922155688622755,"Nursery Slime is an RPG game developed by Doubles Core (だぶるすこあ) and published by OTAKU Plan STORY The protagonist was an adventurer who standing at a dead-end. Because he had to return to his old business as his livelihood, he met a strange slime in a quest. The slime, which is brought his home, not only suddenly became a beautiful girl, but even fell in love with him at her first sight. ... In this way, the hilarious daily life of the loser adventurer and the slime girl began. FEATURES Classic Japanese RPG Happy and fluent pure love story Transformation system Ability training system"
2607160,Scarecropia,0.13375288119159318,0.7694752927511102,"Tactical RPG,Wargame,Action RTS,Real Time Tactics,Tower Defense,Action,Sandbox,City Builder,Colony Sim,Medieval,Building,Survival,Base-Building,RTS,God Game,Strategy,Simulation,Pixel Graphics,Cartoony,Hand-drawn",,54,6,60,0.9,"Do not doubt! This scarecrow-like thing is the incarnation of a god! Assign your villagers to automatically collect the resources needed for settlement development, or you can personally carry a dozen logs! Expand your territory, build houses for your people. And make them work for you! Don't forge to build extravagant solid gold statues to praise your wise leadership! See these laser towers, built specifically to roast kobolds! There are also turrets and archery towers you can use to defend your home. Allocate manpower according to your needs (or pure bad taste), and you can even make your creation work 23 hours a day! Lead your army to face the invasion of darkness, transform into a warrior or archer and join the battle. Up to 49 kinds of divine powers for you to explore: make traps to hunt goblins, summon fire rain and lightning to torture monsters. And even cast magical magic to change the landscape! If you're interested in Scarecropia, Please WISHLIST to support us! You can also join our to share your experience!"
527420,Demon Hunter 3: Revelation,0.7174471512199215,0.6050864009867563,"Casual,Adventure,Hidden Object,Point & Click,Female Protagonist,Horror,Mystery,Fantasy,Puzzle,Singleplayer,Story Rich,Demons,Atmospheric,2D,Indie,Family Friendly,Great Soundtrack",,266,31,297,0.8956228956228957,"Having defeated the Beast from another dimension, Dawn Harlock had hoped to spend the rest of her life in peace. However, circumstances have placed the life of a child at stake and brought her out of retirement to once again solve supernatural riddles and hunt hellish demons. Can the world's foremost paranormal detective muster the courage to follow the dark path and face off against an enemy from beyond? With you as her guide, she stands a chance. CONTINUE THE DARK ADVENTURE SERIES! The protagonist will once more don her detective hat to investigate a mysterious case. IMMERSE YOURSELF IN MAGIC AND THE SUPERNATURAL! A woman was murdered and her daughter disappeared under strange circumstances. Is this a random crime, or is something sinister lurking behind it? A CAPTIVATING STORY PACKED WITH SECRETS AND RIDDLES! Dawn slowly starts to suspect that a terrifying force is at work. Indeed, the supernatural events might have more to do with her own mysterious origin than she would have wanted. TEST YOURSELF IN 26 MINIGAMES AND 21 HIDDEN OBJECT SCENES! The Demon Huntress will need to find the victim's daughter before it's too late. Will she dare to follow the creature from another dimension and delve into dark secrets of her own past? Features Solve numerous minigames and puzzles! Defeat the supernatural powers that threaten the world! Discover secrets hidden in forgotten places! Investigate a strange crime to rescue little Lila!"
623320,Button Button Up!,0.38596460992125714,0.5838044142157652,"Sokoban,2D Platformer,Puzzle-Platformer,Puzzle,Parkour,PvP,Difficult,Platformer,2D,Cute,Funny,Linear,Casual,Action,Pixel Graphics,Survival,Adventure,1990's,Old School,Singleplayer",,167,7,174,0.9597701149425287,"Button Button Up! is a party adventure game that combines single player, cooperation and battle. In addition to the operations of other platform jump games, we have also added an unusual play mechanism. You can use a series of useful skills at will, including sewing buttons in the air to achieve stagnation, kicking other buttons to avoid or shift, and blocking dangerous lasers of the same color as yourself. Attention! Don‘t touch any laser different from your own color, it will burn you up! Single entry Unique game style and role, buttons of four colors correspond to four different levels respectively, four carefully designed maps, each has very rich game mechanism and decryption levels, each small level can play to another completely different game experience, levels can also collect various small gifts, collect small gifts in the store to exchange your favorite clothing! Double cooperation The abundant content consists of three double checkpoints, each with a boss checkpoint, all kinds of obstacles to build up infinite patterns of checkpoints! Two people play together can get more fun, using the button shape change to cover teammates through many obstacles! Cooperate with your friends and think harder to pass the barrier! Although the game is designed for two people, we have introduced a single challenge mode. You can use the keyboard or the handle to operate two characters to go through customs alone, or you can use the handle to complete a single challenge mode to win a single achievement. Some extremely difficult levels may still call for help from your peers.[/list] Panzer bandit Many weapons! Use weapons such as missiles, mines and traps to eliminate your friends!The four-person local online self-hi mode is easy to use, fast paced and full of joy! Attention! Game support: 1 or 4 handles, multiple keyboards. It’s up to you. Of course, we strongly recommend handle operation: D ( Only 4 players can play at most ) Main features Three different experience game modes Unique retro pixel style The cool cooperation that can’t be missed Hard core game experience All kinds of checkpoints Steam achievements, Cloud Storage, Interchange Cards ( Later ) Interesting hidden levels await your exploration."
3051050,100 Aztec Cats,0.2706090083718391,0.47191248868838614,"Casual,Free to Play,Cats,Hidden Object,Puzzle,Cozy,Wholesome,Relaxing,Cute,Creature Collector,Hand-drawn,Indie,Minimalist,Cartoony,Point & Click,Singleplayer,Collectathon,Score Attack,Exploration,Family Friendly",,33,1,34,0.9705882352941176,"WELCOME TO 100 AZTEC CATS – THE BEST HIDDEN OBJECTS GAME! Join the cutest adventure in the Azcte-themed with Cats in Ancient World! Explore the charming hand-drawn artwork of Ancient themed locations as you embark on a quest to find 100 adorable cats hidden throughout the game. Test your attention and observation skills in this cozy and delightful hidden object game. Each cat is more charming than the last, and every discovery brings a smile to your face. 🐈🕵️‍♂️ Can you find them all? 🕵️‍♂️🐈 ⚙️ Key Features ⚙️ 🎮 2 Levels 🐈 200 Hidden Cats 🎵 Awesome Soundtrack 🎨 High Quality Resolution Artworks 🌗 Brightness Settings 💾 Progress Saves 🔍 Zoom 😺 Real Meow Sounds! 💥 Combo Counter! 💡 Hints 🌐 No Text 🏆 START YOUR AMAZING JOURNEY IN THE WORLD OF CATS RIGHT NOW 🏆 Don't miss out on the cutest and exciting puzzle game ever! Come to 100 Aztec Cats and start your amazing adventure today!"
2200410,Tales from Candleforth,0.3778319729486902,0.7084701073923144,"Hand-drawn,Horror,Puzzle,Surreal,Hidden Object,Old School,Dark Fantasy,Cute,Conversation,Adventure,Singleplayer,Psychological Horror,Point & Click,Dark,2D,Story Rich,Casual,Lore-Rich,Exploration,Mystery",,130,15,145,0.896551724137931,"Tales from Candleforth is a collection of fairy tales that were written on top of a forbidden book many years ago to hide its content. Years later, the dark text is bleeding out and onto the pages of the tales, mixing with them and twisting the stories. The tale is about to begin... In this first tale we'll meet Sarah, a 16 year old girl that's left alone to run the family apothecary. Sarah's grandmother went missing a while ago, but one day, she finds clues that she might still be alive. As Sarah discovers new powers that only the women in her family can inherit, she adventures into a world of occultism, mystery and horror to uncover the secrets her family is hiding and discover the part she plays in all of it. Go along with Sarah on this trip through madness and unravel the mysteries hiding behind the surface of Candleforth. Solve challenging puzzles and interact with a mysterious world to reveal the darkness of this twisted tale. Features 2D Hand draw aesthetic Discover a world brimming with detail, fully drawn and animated by hand. Folk horror Some tales from Candleforth have been written over an old antique book. But it seems that whatever was written in it before is now being revealed, mixing the world of nightmares with the real one... Point &amp; Click. A narrative adventure full of puzzles and mysterious stories, where anything can happen."
2984860,Letters of Bernard Thorne,0.32073412240023447,0.5436458097159156,"Psychological Horror,Horror,Story Rich,Adventure,Narrative,Text-Based,Simulation,Interactive Fiction,Puzzle,Exploration,3D,First-Person,Atmospheric,Dark,Surreal,Narration,Singleplayer,War,Indie",,90,1,91,0.989010989010989,"Your scars have brought you here. You just haven't realized it yet. You will play as Bernard Thorne, an old Vietnam War veteran bound in a motorized wheelchair. Navigate through his house and find the traces of his guilt-ridden past. Endure the nightmares that still haunt him as he desperately finds a way to climb up the attic for reasons he does not know. Story Bernard Thorne just got discharged from the hospital after recovering from falling down the stairs of his house. As usual, he wakes up from his sleep in the middle of the night. Normally he would read a book and wait for the sunrise, but tonight is different. Tonight, he has to climb up the attic. Gameplay &amp; Features Become a Frail Old Man Stuck in a Motorized Wheelchair Time has not been kind to Bernard Thorne. Now he is unable to even leave his bed without pain medications and his wheelchair. Take a seat in his trusty motorized wheelchair and roam around his house and find the tools that can help him overcome his physical limitations. Experience the Captivating Writing Previously Featured in 『Love, Sam』 Bernard wrote many letters throughout his life. Some were written in his darkest of days, and some were written when he was filled with hope. Find them, relive his aching past and confront his deepest emotions. Delve into the Mind of a Traumatized Man Bernard's life has been a continuation of regret and pain. Fight through each of his traumatic experience and witness psychological horror filled with existential dread and despair."
904400,Cardpocalypse,0.353066145230627,0.7564883065351461,"Card Battler,Card Game,Story Rich,Family Friendly,Funny,Trading Card Game,Cartoony,Cute,Hand-drawn,Mouse only,Female Protagonist,1990's,Narrative,RPG,Deckbuilding,Tabletop,Singleplayer,Cartoon,Indie,Strategy",,212,29,241,0.8796680497925311,"Make friends, play cards, twist the rules, become a Mega Mutant Power Pets master, and try to save the world in this single-player RPG about being a 90's kid. On her first day at Dudsdale Elementary, 10-year old Jess accidentally gets everybody's favorite collectible card game banned, forcing the kids to take their card battles underground. Troubles arise when mutants from the game invade the real world, and it's up to Jess and friends to stop them. From the award-winning indie game studio, Gambrinous, creators of Guild of Dungeoneering, comes an RPG where battles are played with an epic collectible card game. Cardpocalypse takes you back to the 1990's, a time when computers used floppy disks, and people read magazines for video game cheat codes. You will explore Dudsdale Elementary on a mission to build killer card decks in an effort to defeat the mutants. You will have to trade, earn, wager, change rules and permanently alter cards on your way to victory. BE A CHAMPION: Build your decks around the ultra rare Champion cards you earn. Each Champion comes with unique abilities to tailor your deck around. First player to get their opponent's Champion card’s health to zero wins the match. GO MEGA: Champion cards evolve to their MEGA forms when their health halves, doing more attack damage and gaining new powers. CHANGE THE GAME: The kids sometimes use house rules and who knows what the Mutants will change. Throughout the game you will choose the new rules and conditions as well as renaming your favorite cards and giving them upgrades using stickers. Create entirely new cards using the Mega Mutant Power Magazine. But be careful, these decisions are permanent. GET SCRAPPY: Adventure throughout the school to unravel the strange occurrences at Dudsdale Elementary. Take on quests to earn cards, stickers, and candy which you can collect and trade with your classmates. Careful, there's no backsies! YOU CAN'T COLLECT 'EM ALL: In the end, your decks and rules will be unique to you. Stickers are rare, choices matter, and sometimes you'll have to make a tough decision to get the best cards. THE 1990's: Through its totally rad, choice-driven, interactive narrative, Cardpocalypse delivers the experience of being a 90's kid. Boo-ya! Now featuring Gauntlet Mode! A roguelike mode where every run is unique. Pick your champion and fight your way through ever more difficult battles. After every win draft new cards, rules and rewards for your deck! Can you build the ultimate combo and beat the Gauntlet?"
3331000,Retrowave 2,0.24884727784151356,0.3985553066439966,"Early Access,Action,Casual,Racing,Simulation,Arcade,Automobile Sim,Runner,3D,Anime,Colorful,Psychedelic,1980s,1990's,Atmospheric,Cyberpunk,Driving,Dystopian,Futuristic,Old School",,97,8,105,0.9238095238095239,"Neon lights, palm trees, synthwave, '80s supercars speeding down an endless highway... Welcome to the world of Retrowave! Listening to Synthwave / Retrowave most people have had this feeling of nostalgia for an era they didn't know or that never existed. The Retrowave is very much inspired by the '80s, but is mostly an idealized futuristic version of the '80s. This game offers the player the unique experience of being immersed in this wonderful world for at least a few moments... In Retrowave you will first start with one car, then you will be able to upgrade it or buy other cars with the money earned at the end of each run. Race your car through different unique worlds! Watch out for other vehicles on the road (yes, even in the future there will be traffic). Retrowave offers above all a visual and sound experience that will delight fans of the genre and will surely make those who don't know it yet discover this wonderful universe... Features: 🌴 No less than 15 cars! 🌴 More than 8 different universes! 🌴 4 different game modes! 🌴 A unique retro-futuristic atmosphere! 🌴 More than 50 different synthwave music! 🌴 System for purchasing car performance upgrades! 🌴 System for purchasing new colors and wheels! 🌴 Dozens of skins to customize your car! 🌴 New infinite road system with curves! 🌴 Addictive gameplay! 🌴 Pure nostalgia!"
674440,Skipper - Puzzle Across The Sea,0.5722456641698567,0.4610861757034936,"Indie,Casual,Puzzle,Great Soundtrack,Atmospheric",,43,7,50,0.86,"Skipper is a fun, challenging, relaxing lowpoly puzzle game with over 30 levels to bend your mind and challenge your problem solving ability. Skipper's controls are simple and the game's difficulty has an approachable learning curve making puzzlers of all abilities able to easily dive into the game. Regular (free!) puzzle packs will drop for the game, with packs already scheduled for November 6th, December 28th, and January 19th. Skipper brings you Over 30 unique and challenging puzzles Most puzzles can be solved in more than one way Regular drops of new puzzles for free Keyboard and Gamepad controls An attractive lowpoly environment A soothing sound track and effects Steam Achievements with Cards coming soon"
425650,Halloween Forever,0.413975190948281,0.6651233394965862,"Side Scroller,Hack and Slash,2D Platformer,Shoot 'Em Up,Platformer,Shooter,Arcade,2D,Cute,Funny,Horror,Controller,Multiple Endings,Action,Cartoony,Pixel Graphics,Colorful,Sci-fi,Retro,1980s",,160,15,175,0.9142857142857143,"Something mysterious is happening in the pumpkin patch this Halloween! You control Pumpkin Man, a humanoid pumpkin thing animated by occult forces on a quest to discover why things are so creepy. And you vomit candy corn. Adventure through three weird, spooky worlds in search of your destiny. Meet chainsaw maniacs, undead sorcerers, spooky bats, and lots of skeletons on your way. Can you survive the horrors that await you within these spooky tombs? I'm building Halloween Forever in Gamemaker. All artwork and animations were created using Photoshop. Halloween Forever supports play using both keyboard and controllers via XINPUT/Steam's controller settings. Thanks again for checking out my game. I love Halloween and wish it could never end. Happy Halloween Forever!"
1180540,Puddle Knights,0.44948739809058713,0.6576672646270307,"Sokoban,Puzzle,Difficult,Turn-Based,Logic,Isometric,Strategy,Cute,Relaxing,Controller,Nonlinear,Funny,Casual,Minimalist,Colorful,Family Friendly,Grid-Based Movement,Singleplayer,Indie,Great Soundtrack",,200,5,205,0.975609756097561,"'Puddle Knights retroactively caused me to create the games I've made' -- Arvi Teikari, developer of Baba Is You Puddle Knights is a puzzle game about wits, chivalry and mud. In the game, valiant knights of varying cape lengths assist Ladies and Bishops across mud formations that threaten to dirty their precious hems. As the motto of the Order of the Puddle Knights says: a badly designed sanitation system gives ample opportunity for heroism! As the player, you will coordinate the movement of both the Knights and their less mud-resistant superiors with the goal of escorting them to their designated exit. To achieve this noble purpose, no sacrifice is too great: capes will tear and heads will be stepped on. However, it is your head that will be doing most of the heavy lifting in these puddle puzzles! Key features: 100+ head-scratching levels of increasing difficulty Step on heads Tear up capes, hold down drawbridges and perform other inventive tactical maneuvers A fresh take on logic puzzles: no pressure plates, keys to collect or boxes to push Mistake-making and experimentation enabled by Undo and Reset functions No rush: all the time in the world to think and analyze Time to protect some dignity!"
2452080,SaGa Frontier 2 Remastered,0.7346692015593278,0.6765722948174837,"RPG,Turn-Based,Party-Based RPG,JRPG,2D,Story Rich,Turn-Based Combat,Controller,Cute,Pixel Graphics,Hand-drawn,Fantasy,Magic,Atmospheric,Emotional,Drama,1990's,Old School,Retro,Singleplayer",,247,12,259,0.9536679536679536,"- Story Our tale starts with two protagonists: Gustave, heir to an esteemed royal line, and Wil, a young man who makes his way in the world performing excavation work. Though born in the same era, their circumstances could not be more different, and as Gustave is faced with strife and conflict between nations, Wil finds himself confronting a world-threatening calamity that lurks in the shadows. Their stories gradually coalesce to form a single history. ------------------------------ The game's 'History Choice' system gives players the freedom to choose which events to play, and in doing so has them assume the roles of various characters and experience the world's history in fragments. In addition to the glimmer and combo mechanics that the SaGa series is known for, this title also features one-on-one duels. Players will find themselves confronted with battles both strategic and highly compelling. ------------------------------ New Features For this remaster, the game's impressionist watercolor graphics have been upgraded to a higher resolution, giving them a greater sense of warmth and delicacy. With a completely rebuilt UI and a number of new features, the gameplay experience is smoother than ever. - New Events Events that touch on stories previously untold in the original have been added, as well as a number of characters who are newly playable in battle. Through these additions, players will be able to experience the world of Sandail like never before. - Character Growth A new feature called 'Parameter Inheritance' lets one character inherit the stats of another, allowing for greater customization. - Featuring Enhanced Bosses! A number of powerful, augmented bosses have been added for those seeking a greater challenge. - Dig! Dig! Digger Diggers you recruit in-game can be sent on expeditions. Should an expedition end in success, diggers will come home with items—but watch out, because they have a bad habit of slacking off when left unsupervised! - Gameplay Improvements With the addition of things like high-speed functionality and a New Game+ mode that allows you to carry over your completion data, changes have been made to create a more comfortable gameplay experience. Languages: English, Japanese"
2616720,GESTALT: The Fifth Day,0.34715755640127105,0.72541248619282,"Psychological Horror,Exploration,Detective,Horror,Immersive Sim,Puzzle-Platformer,Hidden Object,Visual Novel,Point & Click,Female Protagonist,Surreal,Dark Humor,Story Rich,Multiple Endings,Choices Matter,Singleplayer,Indie,Casual,Hand-drawn,Stylized",,58,5,63,0.9206349206349206,"GESTALT: The Fifth Day is a story-driven point-and-click horror game solo-developed KINJAKO, with publishing and localization by 072 Project. FEATURES: A grainy, black and white graphic novel aesthetic A point-and-click style of navigation and exploration Puzzles, problem-solving, and drag/drop sequences to solve problems and mysteries Ever-changing scenarios and story based on Wicke's choices that bare consequences with each mistake Multiple endings based on Wicke's actions Psychological horror based around dread, depression, and the unknown A story-driven narrative A short game meant to be finished within 2-3 hours (Appx. 29k words) GAMEPLAY: GESTALT: The Fifth Day is set entirely within a haunted house, which acts as Wicke's home. Inherited from an old dead woman she hardly knew, you play as Wicke, navigating house's everyday oddities and horrors while trying to balance it all with her day job and her deteriorating mental health. You will face many strange scenarios that you must overcome using your wits, pattern-recognition, and navigational skills as you steadily grow familiar with the strange house the more you are forced to live in it. The game takes place over the course of five days spent within the house. During each day, both success and failure both progress the story, meaning you've got one chance per day to try and lead a normal life. The goal of the game is to simply help Wicke survive the strange horrors within, and get through the fifth day. STORY: Wickeina 'Wicke' Gestalt lives in a haunted house. It can be difficult to find happiness when toiling away at your full time job. Combine that with a house full of entities and strange phenomenon that all seem to work against her, and it's clear that Wicke is stuck in a difficult circumstance. Inheriting the house from a dead, old woman that she hardly even knew, Wicke has lived in the house for some time now, trying to strike a balance between the hours toiled away by her job, and the strange horrors of the house. She is at her wit's end. The cannot keep living a life without control. During these five days within the house, what may be an ordinary week of lost autonomy and horror may just be her last chance to regain control of her life and overcome the decline of her mental state. All will be decided on the inevitable fifth day."
2492570,Inspector Schmidt - The Ebbing,0.31992110588421363,0.6730755413331097,"3D,Detective,Mystery,Exploration,Story Rich,Investigation,Choices Matter,Historical,Dark,Dynamic Narration,First-Person,Adventure,Dark Humor,Multiple Endings,Nonlinear,Stealth,RPG,Action-Adventure,Singleplayer,Realistic",,64,4,68,0.9411764705882353,"In this detective RPG, you untangle a thick web of intrigues, lies, and secrets that surround a mysterious death. Find the origin of eerie telegraph signals, question the villagers, decipher the strange symbols that are suddenly appearing all over town - and hide from the danger lurking in the moor. The sudden death of Bente Hansen shakes the picturesque seaside town of Havstedt. The townspeople are in turmoil: Who murdered him? What is the story behind the mysterious symbols in the town and - is there really a brutal beast lurking in the moor? Uncover the truth behind the sea of lies and reveal the dark secrets of the inhabitants of Havstedt - without being targeted yourself. Gameplay Explore the open world: Move freely around a coastal town in 1870 and search for clues. Lead exciting dialogues: Use the dialogue mechanic to question the residents, gather compelling information and find out who is hiding something. Start a confrontation: Question the suspects and catch the perpetrators Search for clues: Use your detective sense to find hidden evidence. Crack exciting puzzles: Use hidden clues and, above all, your wits to find important information. Evade detection: Slip into forbidden areas and survive the dangers of the moor – getting caught is not an option! Pass the skill checks: Use your abilities in classic pen and paper skill checks (dice rolls). Level up: Develop your character and decide which skills you want to improve. Craft useful items: Gather resources and build items and consumables to improve your skills. Make difficult decisions: Your actions affect the course of the story. Decide for yourself how you want to succeed: Through charisma, diplomacy, ... the mission is clear: crack the case! Setting The year is 1870 and the first functioning transatlantic telegraph cable has just been put into operation, heralding a new era of communication between the USA and Germany. Industrialisation and social movements are gaining momentum - and with it, critical discourse and conflict among the population. And then there is the Franco-Prussian War which worries people: nobody wants to be drafted. Story Valentin Schmidt, a young civil servant, just wants to spend his well-deserved holiday on the North Sea. After an eventful boat voyage, he finally arrives in picturesque Havstedt - but then events take a turn for the worse: Bente Hansen's body is found at the telegraph station. Valentin's holiday seems to be over ... unless he uncovers the culprit and ensures safety in Havstedt again. However, he soon realises that every faction of the idyllic little town harbours its own dark, strange secrets. Who - or what - has Bente Hansen on their conscience? Will you be able to get to the bottom of the sinister happenings in Havstedt? What's new in The Ebbing compared to its predecessor, A Bavarian Tale? More detective work With the revised Detective Sweep, you can make sure that you haven't overlooked anything in a room. You can now also inspect elements and examine them for hidden clues, just as you can find important clues inside furniture. Combination and number puzzles Some information is hidden behind tricky combination and number puzzles. In The Ebbing, it's no longer just your interpersonal skills that are required in dialogs with NPCs, but also your deduction skills. Improved stealth mechanics We've completely overhauled our stealth mechanics for The Ebbing and developed some very nice quests around them that will hopefully keep you on the edge of your seat. Tailor your game experience to your needs There are different modes in The Ebbing that allow you to experience the game exactly the way you want to. In story mode , the quest log will give you plenty of clues as to what you need to do next to solve the case. It is ideal for people who simply want to immerse themselves in the story and solve exciting puzzles. You can now significantly simplify our dice skill checks or even switch them off completely to get even more involved in the story. The detective mode gives you fewer clues in the quest log and you are responsible for writing down your findings and not losing track of them. Who have you already questioned? What information are you missing? This mode is for hardcore detectives. If you have to sneak past enemies, you can also adjust the stealth difficulty. This also allows you to set how thrilling these parts of the game are. If you get scared easily (and don't like it), this setting is basically your tension regulator. Roadmap for Inspector Schmidt - The Ebbing We're continuously working on Inspector Schmidt - The Ebbing and look forward to your reports via Steam and our Discord server. This is our roadmap for the following months: Controller Support Steamdeck Support Improvement of the Beta Language Versions Porting for XBox Porting für PS 5 Platt voice overs Upgrade to Unreal 5.5 Funded by nordmedia – Film- und Mediengesellschaft Niedersachsen/Bremen mbH. funded by FFF Bayern."
